interjection,Great googly moogly
interjection,Oh my
interjection,"Well, I never"
interjection,Would you look at that
interjection,Zounds
interjection,Lab rats
interjection,Poppy seeds
interjection,Ah
interjection,Can you imagine
interjection,I can't even
